title,token,url,price_toman,mileage_km,year,age,color,body_status,engine_status,chassis_status,gearbox,fuel_type,insurance,brand_model,airbag,tire_quality
تارا V4وی۴ جدید صفر 1405 اتومات توربو EF7p tc شخصی,gaFUbIYJ,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-V4%D9%88%DB%8C%DB%B4-%D8%AC%D8%AF%DB%8C%D8%AF-%D8%B5%D9%81%D8%B1-1405-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA-%D8%AA%D9%88%D8%B1%D8%A8%D9%88-EF7p-tc-%D8%B4%D8%AE%D8%B5%DB%8C/gaFUbIYJ,3190000000,0,1405,0,سفید,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,12,تارا v4 توربو EF7P,نامشخص,نامشخص
اگهی تارا اتومات,gaDAxFzD,https://divar.ir/v/%D8%A7%DA%AF%D9%87%DB%8C-%D8%AA%D8%A7%D8%B1%D8%A7-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA/gaDAxFzD,2300000000,40000,1403,2,مشکی,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,11,تارا اتوماتیک V2,نامشخص,نامشخص
تارا V4,gaFQbTUP,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-V4/gaFQbTUP,2610000000,3000,1404,1,تیتانیوم,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,4,تارا وی 4 ال ایکس TU5P,نامشخص,نامشخص
تارا V4 LX مدل ۱۴۰۳,Qazn051-,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-V4-LX-%D9%85%D8%AF%D9%84-%DB%B1%DB%B4%DB%B0%DB%B3/Qazn051-,2500000000,30000,1403,2,مشکی,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,7,تارا وی 4 ال ایکس TU5P,نامشخص,نامشخص
تارا دنده,gaFEb1IR,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%D8%AF%D9%86%D8%AF%D9%87/gaFEb1IR,2270000000,0,1405,0,سفید,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,12,تارا v1 پلاس,نامشخص,نامشخص
تارا اتومات v4 گارانتی شخصی بیمه بدنه,gaF867LJ,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA-v4-%DA%AF%D8%A7%D8%B1%D8%A7%D9%86%D8%AA%DB%8C-%D8%B4%D8%AE%D8%B5%DB%8C-%D8%A8%DB%8C%D9%85%D9%87-%D8%A8%D8%AF%D9%86%D9%87/gaF867LJ,2445000000,40000,1403,2,سفید,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,6,تارا وی 4 ال ایکس TU5P,نامشخص,نامشخص
تاراV1 پلاس ۱۴۰۵ کارکرد ۲۱۹۰,gaBYmzoR,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7V1-%D9%BE%D9%84%D8%A7%D8%B3-%DB%B1%DB%B4%DB%B0%DB%B5-%DA%A9%D8%A7%D8%B1%DA%A9%D8%B1%D8%AF-%DB%B2%DB%B1%DB%B9%DB%B0/gaBYmzoR,2180000000,2190,1405,0,تیتانیوم,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,12,تارا v1 پلاس,نامشخص,نامشخص
تارا v2 . ۱۴۰۳,Qa_P1ng-,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-v2-%DB%B1%DB%B4%DB%B0%DB%B3/Qa_P1ng-,2270000000,28600,1403,2,خاکستری,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,1,تارا اتوماتیک V2,نامشخص,نامشخص
تارا ‌v4 اتومات tu5plus,Qa_jRXhq,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-v4-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA-tu5plus/Qa_jRXhq,2580000000,7000,1404,1,سفید صدفی,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,5,تارا وی 4 ال ایکس TU5P,دارد,نامشخص
تارا دنده ای کم کارکرد و مشابه صفر,gaFk6LoP,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%D8%AF%D9%86%D8%AF%D9%87-%D8%A7%DB%8C-%DA%A9%D9%85-%DA%A9%D8%A7%D8%B1%DA%A9%D8%B1%D8%AF-%D9%88-%D9%85%D8%B4%D8%A7%D8%A8%D9%87-%D8%B5%D9%81%D8%B1/gaFk6LoP,2005000000,15000,1403,2,سفید,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,3,تارا v1 پلاس,نامشخص,نامشخص
تارا v4 اتومات ۱۴۰۴,gaEEXN1n,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-v4-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA-%DB%B1%DB%B4%DB%B0%DB%B4/gaEEXN1n,2400000000,23000,1404,1,سفید,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,11,تارا وی 4 ال ایکس TU5P,نامشخص,نامشخص
تارا ۱۴۰۵ صفر سفید,gaBwcwHx,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%DB%B1%DB%B4%DB%B0%DB%B5-%D8%B5%D9%81%D8%B1-%D8%B3%D9%81%DB%8C%D8%AF/gaBwcwHx,2740000000,0,1405,0,سفید,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,12,تارا وی 4 ال ایکس TU5P,نامشخص,نامشخص
تارا v4 فول آپشن مخصوص مصرف کننده,QayXGSU6,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-v4-%D9%81%D9%88%D9%84-%D8%A2%D9%BE%D8%B4%D9%86-%D9%85%D8%AE%D8%B5%D9%88%D8%B5-%D9%85%D8%B5%D8%B1%D9%81-%DA%A9%D9%86%D9%86%D8%AF%D9%87/QayXGSU6,2480000000,17000,1403,2,تیتانیوم,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,10,تارا وی 4 ال ایکس TU5P,نامشخص,نامشخص
تار1402,gaFQqvJY,https://divar.ir/v/%D8%AA%D8%A7%D8%B11402/gaFQqvJY,1850000000,42000,1402,3,نقره‌ای,خط و خش جزیی,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,11,تارا دنده‌ای V1,نامشخص,نامشخص
تارا V4 اتومات فول آپشن,gaFMKgLs,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-V4-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA-%D9%81%D9%88%D9%84-%D8%A2%D9%BE%D8%B4%D9%86/gaFMKgLs,2700000000,7000,1404,1,خاکستری,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,12,تارا وی 4 ال ایکس TU5P,نامشخص,نامشخص
تارا دنده‌ای 1402,gaFEqxs4,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%D8%AF%D9%86%D8%AF%D9%87-%D8%A7%DB%8C-1402/gaFEqxs4,1950000000,31000,1402,3,نقره‌ای,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,10,تارا دنده‌ای V1,نامشخص,نامشخص
تارا اتومات V2,gaFAqdcW,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA-V2/gaFAqdcW,2150000000,28000,1401,4,خاکستری,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,7,تارا اتوماتیک V2,نامشخص,نامشخص
تارا اتومات V4 LX مدل ۱۴۰۴ سفید TU5p مشابه صفر,gaFA69AW,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA-V4-LX-%D9%85%D8%AF%D9%84-%DB%B1%DB%B4%DB%B0%DB%B4-%D8%B3%D9%81%DB%8C%D8%AF-TU5p-%D9%85%D8%B4%D8%A7%D8%A8%D9%87-%D8%B5%D9%81%D8%B1/gaFA69AW,2490000000,3800,1404,1,سفید,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,7,تارا وی 4 ال ایکس TU5P,نامشخص,نامشخص
تارا V2 اتوماتیک بهمن۱۴۰۲ / کارکرد ۱۸ هزار,gaAUYeqf,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-V2-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D8%A8%D9%87%D9%85%D9%86%DB%B1%DB%B4%DB%B0%DB%B2-%DA%A9%D8%A7%D8%B1%DA%A9%D8%B1%D8%AF-%DB%B1%DB%B8-%D9%87%D8%B2%D8%A7%D8%B1/gaAUYeqf,2210000000,18000,1402,3,مشکی,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,1,تارا اتوماتیک V2,نامشخص,نامشخص
تارا 6دنده v1 پلاس صفر 1405 با Esp و 85 گانه,Qak7c9fI,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-6%D8%AF%D9%86%D8%AF%D9%87-v1-%D9%BE%D9%84%D8%A7%D8%B3-%D8%B5%D9%81%D8%B1-1405-%D8%A8%D8%A7-Esp-%D9%88-85-%DA%AF%D8%A7%D9%86%D9%87/Qak7c9fI,1990000000,0,1405,0,سفید,سالم و بی‌خط و خش,سالم,سالم و پلمپ,دنده‌ای,بنزینی,12,تارا v1 پلاس,نامشخص,نامشخص
تارا V1 پلاس ۱۴۰۵,Qa0DXz6f,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-V1-%D9%BE%D9%84%D8%A7%D8%B3-%DB%B1%DB%B4%DB%B0%DB%B5/Qa0DXz6f,2210000000,62,1405,0,سفید,سالم و بی‌خط و خش,سالم,سالم و پلمپ,دنده‌ای,بنزینی,,تارا v1 پلاس,نامشخص,نامشخص
تارا اتوماتیک  V4.  LX +کارت طلایی ۱ ستاره پلاس,gaBw_4lF,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-V4-LX-%DA%A9%D8%A7%D8%B1%D8%AA-%D8%B7%D9%84%D8%A7%DB%8C%DB%8C-%DB%B1-%D8%B3%D8%AA%D8%A7%D8%B1%D9%87-%D9%BE%D9%84%D8%A7%D8%B3/gaBw_4lF,2820000000,0,1405,0,سفید,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,12,تارا وی 4 ال ایکس TU5P,نامشخص,نامشخص
تارا V1 پلاس صفر مدل ۱۴۰۵ تحویل روز ۶دنده,QaQffYQa,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-V1-%D9%BE%D9%84%D8%A7%D8%B3-%D8%B5%D9%81%D8%B1-%D9%85%D8%AF%D9%84-%DB%B1%DB%B4%DB%B0%DB%B5-%D8%AA%D8%AD%D9%88%DB%8C%D9%84-%D8%B1%D9%88%D8%B2-%DB%B6%D8%AF%D9%86%D8%AF%D9%87/QaQffYQa,1990000000,0,1405,0,مشکی,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,12,تارا v1 پلاس,نامشخص,نامشخص
تارا اتوماتیک V2 1401,gaFkpRgF,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-V2-1401/gaFkpRgF,2140000000,36000,1401,4,مشکی,خط و خش جزیی,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,2,تارا اتوماتیک V2,نامشخص,نامشخص
تارا اتومات v4LX صفر کیلومتر,gaEQT9or,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA-v4LX-%D8%B5%D9%81%D8%B1-%DA%A9%DB%8C%D9%84%D9%88%D9%85%D8%AA%D8%B1/gaEQT9or,2650000000,0,1405,0,سفید,سالم و بی‌خط و خش,تعیین‌نشده,,اتوماتیک,بنزینی,12,تارا وی 4 ال ایکس TU5P,نامشخص,نامشخص
*تارا اتوماتv4/اقساط بدون ضامن/تحویل فوری*,Qav3i2ar,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AAv4-%D8%A7%D9%82%D8%B3%D8%A7%D8%B7-%D8%A8%D8%AF%D9%88%D9%86-%D8%B6%D8%A7%D9%85%D9%86-%D8%AA%D8%AD%D9%88%DB%8C%D9%84-%D9%81%D9%88%D8%B1%DB%8C/Qav3i2ar,1500000,0,1405,0,مشکی,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,12,تارا اتوماتیک V2,نامشخص,نامشخص
تارا اتوماتیک موتور Tu5p,gaFU53qe,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D9%85%D9%88%D8%AA%D9%88%D8%B1-Tu5p/gaFU53qe,2412000000,31000,1403,2,سفید,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,10,تارا وی 4 ال ایکس TU5P,نامشخص,نامشخص
تارا وی 4 ال ایکس، مدل.  ۱۴۰۵ 85گانه با Esp,QaQT8Dvq,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%D9%88%DB%8C-4-%D8%A7%D9%84-%D8%A7%DB%8C%DA%A9%D8%B3%D8%8C-%D9%85%D8%AF%D9%84-%DB%B1%DB%B4%DB%B0%DB%B5-85%DA%AF%D8%A7%D9%86%D9%87-%D8%A8%D8%A7-Esp/QaQT8Dvq,2470000000,0,1405,0,مشکی,سالم و بی‌خط و خش,سالم,سالم و پلمپ,اتوماتیک,بنزینی,12,تارا وی 4 ال ایکس TU5P,نامشخص,نامشخص
تارا اتومات TU5 ۴۰۴,gaEUNZJr,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA-TU5-%DB%B4%DB%B0%DB%B4/gaEUNZJr,2610000000,28000,1404,1,سفید,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,3,تارا وی 4 ال ایکس TU5P,نامشخص,نامشخص
تارا دنده ای V1 مدل ۱۴۰۴ بشرط کارشناسی تحویل آنی,QafvIkLP,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%D8%AF%D9%86%D8%AF%D9%87-%D8%A7%DB%8C-V1-%D9%85%D8%AF%D9%84-%DB%B1%DB%B4%DB%B0%DB%B4-%D8%A8%D8%B4%D8%B1%D8%B7-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3%DB%8C-%D8%AA%D8%AD%D9%88%DB%8C%D9%84-%D8%A2%D9%86%DB%8C/QafvIkLP,1998000000,0,1404,1,سفید,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,12,تارا دنده‌ای V1,نامشخص,نامشخص
تارا اتومات V4 ، تارا دنده صفر ۱۴۰۵ تحویل فوری,Qaj7GrQk,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA-V4-%D8%8C-%D8%AA%D8%A7%D8%B1%D8%A7-%D8%AF%D9%86%D8%AF%D9%87-%D8%B5%D9%81%D8%B1-%DB%B1%DB%B4%DB%B0%DB%B5-%D8%AA%D8%AD%D9%88%DB%8C%D9%84-%D9%81%D9%88%D8%B1%DB%8C/Qaj7GrQk,2460000000,0,1405,0,مشکی,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,12,تارا وی 4 ال ایکس TU5P,نامشخص,نامشخص
تارا v1 تحویل فوری,Qa6ztlPe,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-v1-%D8%AA%D8%AD%D9%88%DB%8C%D9%84-%D9%81%D9%88%D8%B1%DB%8C/Qa6ztlPe,980000000,0,1405,0,مشکی,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,12,تارا v1 پلاس,نامشخص,نامشخص
تارا ۶دنده v1,gaFMZzy3,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%DB%B6%D8%AF%D9%86%D8%AF%D9%87-v1/gaFMZzy3,2100000000,3500,1404,1,سفید,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,7,تارا v1 پلاس,نامشخص,نامشخص
تارا ۱۴۰۱ خاکستری,Qa9Tb_TO,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%DB%B1%DB%B4%DB%B0%DB%B1-%D8%AE%D8%A7%DA%A9%D8%B3%D8%AA%D8%B1%DB%8C/Qa9Tb_TO,1890000000,62000,1401,4,خاکستری,خط و خش جزیی,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,5,تارا v1 پلاس,نامشخص,نامشخص
تارا دنده و اتومات تحویل فوری اقساطی,AaaXkSJO,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%D8%AF%D9%86%D8%AF%D9%87-%D9%88-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA-%D8%AA%D8%AD%D9%88%DB%8C%D9%84-%D9%81%D9%88%D8%B1%DB%8C-%D8%A7%D9%82%D8%B3%D8%A7%D8%B7%DB%8C/AaaXkSJO,1000000000,0,1404,1,سفید صدفی,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,12,تارا اتوماتیک V2,نامشخص,نامشخص
تارا ۱۴۰۵ صفر,gaFIJTPm,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%DB%B1%DB%B4%DB%B0%DB%B5-%D8%B5%D9%81%D8%B1/gaFIJTPm,2250000000,0,1405,0,مشکی,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,12,تارا دنده‌ای V1,نامشخص,نامشخص
تارا اتوماتیک V2 1401,gaE4kGgt,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-V2-1401/gaE4kGgt,2100000000,17600,1401,4,مشکی,خط و خش جزیی,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,9,تارا اتوماتیک V2,نامشخص,نامشخص
تارا  اتومات وی 4 ال ایکس ۴۰۵ (اقساطی تحویل فوری),wZMTlrdG,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA-%D9%88%DB%8C-4-%D8%A7%D9%84-%D8%A7%DB%8C%DA%A9%D8%B3-%DB%B4%DB%B0%DB%B5-%D8%A7%D9%82%D8%B3%D8%A7%D8%B7%DB%8C-%D8%AA%D8%AD%D9%88%DB%8C%D9%84-%D9%81%D9%88%D8%B1%DB%8C/wZMTlrdG,2680000000,0,1405,0,مشکی,سالم و بی‌خط و خش,سالم,سالم و پلمپ,اتوماتیک,بنزینی,12,تارا وی 4 ال ایکس TU5P,نامشخص,نامشخص
تارا +V1 پلاس مشکی تیتانیوم سفیدصفر ESP مدل 1404,gZfgoF02,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-V1-%D9%BE%D9%84%D8%A7%D8%B3-%D9%85%D8%B4%DA%A9%DB%8C-%D8%AA%DB%8C%D8%AA%D8%A7%D9%86%DB%8C%D9%88%D9%85-%D8%B3%D9%81%DB%8C%D8%AF%D8%B5%D9%81%D8%B1-ESP-%D9%85%D8%AF%D9%84-1404/gZfgoF02,1650000000,0,1405,0,مشکی,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,12,تارا v1 پلاس,نامشخص,نامشخص
خودرو تارا اتومات V4/صفر 1405/اورست خودروپایتخت,Qa5L7FUA,https://divar.ir/v/%D8%AE%D9%88%D8%AF%D8%B1%D9%88-%D8%AA%D8%A7%D8%B1%D8%A7-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA-V4-%D8%B5%D9%81%D8%B1-1405-%D8%A7%D9%88%D8%B1%D8%B3%D8%AA-%D8%AE%D9%88%D8%AF%D8%B1%D9%88%D9%BE%D8%A7%DB%8C%D8%AA%D8%AE%D8%AA/Qa5L7FUA,2570000000,0,1405,0,مشکی,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,12,تارا وی 4 ال ایکس TU5P,نامشخص,نامشخص
تارا دنده ای صفر۱۴۰۵خشک تحویل فوری,QabDGgF2,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%D8%AF%D9%86%D8%AF%D9%87-%D8%A7%DB%8C-%D8%B5%D9%81%D8%B1%DB%B1%DB%B4%DB%B0%DB%B5%D8%AE%D8%B4%DA%A9-%D8%AA%D8%AD%D9%88%DB%8C%D9%84-%D9%81%D9%88%D8%B1%DB%8C/QabDGgF2,1920000000,0,1405,0,سفید,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,12,تارا v1 پلاس,نامشخص,نامشخص
تارا مدل ۴۰۲ مشکی اتومات بی رنگ,Qa8DmuXX,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%D9%85%D8%AF%D9%84-%DB%B4%DB%B0%DB%B2-%D9%85%D8%B4%DA%A9%DB%8C-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA-%D8%A8%DB%8C-%D8%B1%D9%86%DA%AF/Qa8DmuXX,2120000000,68000,1402,3,مشکی,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,9,تارا اتوماتیک V2,نامشخص,نامشخص
تارا وی4(v4) مشکی صفر اقساطی آماده تحویل,QasTIsJ4,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%D9%88%DB%8C4-v4-%D9%85%D8%B4%DA%A9%DB%8C-%D8%B5%D9%81%D8%B1-%D8%A7%D9%82%D8%B3%D8%A7%D8%B7%DB%8C-%D8%A2%D9%85%D8%A7%D8%AF%D9%87-%D8%AA%D8%AD%D9%88%DB%8C%D9%84/QasTIsJ4,2750000000,0,1405,0,مشکی,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,12,تارا وی 4 ال ایکس TU5P,نامشخص,نامشخص
تارا دنده 1405 اقساط بدون ضامن آماده تحویل,QagDJ4sI,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%D8%AF%D9%86%D8%AF%D9%87-1405-%D8%A7%D9%82%D8%B3%D8%A7%D8%B7-%D8%A8%D8%AF%D9%88%D9%86-%D8%B6%D8%A7%D9%85%D9%86-%D8%A2%D9%85%D8%A7%D8%AF%D9%87-%D8%AA%D8%AD%D9%88%DB%8C%D9%84/QagDJ4sI,1200000000,0,1405,0,سفید,سالم و بی‌خط و خش,سالم,سالم و پلمپ,دنده‌ای,بنزینی,12,تارا v1 پلاس,نامشخص,نامشخص
تارا v4اتومات توربوef7 مدل ۱۴۰۵/باespو85گانه,QajjyJTU,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-v4%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA-%D8%AA%D9%88%D8%B1%D8%A8%D9%88ef7-%D9%85%D8%AF%D9%84-%DB%B1%DB%B4%DB%B0%DB%B5-%D8%A8%D8%A7esp%D9%8885%DA%AF%D8%A7%D9%86%D9%87/QajjyJTU,2655000000,0,1405,0,سفید,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,12,تارا v4 توربو EF7P,نامشخص,نامشخص
تارا V1 وی۱ اقساطی تحویل روز,QauvfPH_,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-V1-%D9%88%DB%8C%DB%B1-%D8%A7%D9%82%D8%B3%D8%A7%D8%B7%DB%8C-%D8%AA%D8%AD%D9%88%DB%8C%D9%84-%D8%B1%D9%88%D8%B2/QauvfPH_,1000000000,0,1405,0,مشکی,سالم و بی‌خط و خش,سالم,سالم و پلمپ,سالم و پلمپ,بنزینی,12,تارا v1 پلاس,نامشخص,نامشخص
تارا دنده /1404.1405/خشک/تحویل فوری,gaFs4TA8,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-%D8%AF%D9%86%D8%AF%D9%87-1404-1405-%D8%AE%D8%B4%DA%A9-%D8%AA%D8%AD%D9%88%DB%8C%D9%84-%D9%81%D9%88%D8%B1%DB%8C/gaFs4TA8,2055000000,0,1405,0,سفید,سالم و بی‌خط و خش,سالم,سالم و پلمپ,,بنزینی,,تارا دنده‌ای V1,نامشخص,نامشخص
تارا  V1پلاس تحویل روز نمایندگی,QaHn769W,https://divar.ir/v/%D8%AA%D8%A7%D8%B1%D8%A7-V1%D9%BE%D9%84%D8%A7%D8%B3-%D8%AA%D8%AD%D9%88%DB%8C%D9%84-%D8%B1%D9%88%D8%B2-%D9%86%D9%85%D8%A7%DB%8C%D9%86%D8%AF%DA%AF%DB%8C/QaHn769W,1615000000,0,1404,1,سفید,سالم و بی‌خط و خش,سالم,سالم و پلمپ,دنده‌ای,بنزینی,,تارا v1 پلاس,نامشخص,نامشخص
